BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
46.0 1.4 310.0 60.0 2.1 "2011-01-26 04:55:00" 53.0 1.1 21.0 -50.0
47.0 1.4 312.0 63.0 1.7 "2011-01-26 04:55:00" 56.0 0.8 21.0 -48.0
47.0 2.5 316.0 63.0 1.8 "2011-01-26 04:55:00" 55.0 0.8 21.0 -44.0
48.0 3.1 318.0 63.0 1.8 "2011-01-26 04:55:00" 56.0 0.8 21.0 -42.0
54.0 3.9 350.0 69.0 2.0 "2011-01-26 04:55:00" 61.0 0.3 23.0 -10.0
55.0 3.5 352.0 70.0 2.0 "2011-01-26 04:55:00" 64.0 3.5 23.0 -8.0
53.0 3.9 354.0 69.0 2.0 "2011-01-26 04:55:00" 61.0 3.3 23.0 -6.0
53.0 5.7 2.0 70.0 2.6 "2011-01-26 04:55:00" 62.0 4.9 0.0 2.0
55.0 2.7 6.0 70.0 1.6 "2011-01-26 04:55:00" 61.0 2.6 0.0 6.0
53.0 5.7 8.0 65.0 5.4 "2011-01-26 04:55:00" 59.0 1.7 0.0 8.0
54.0 5.4 10.0 66.0 5.3 "2011-01-26 04:55:00" 60.0 1.5 1.0 10.0
55.0 4.5 12.0 70.0 1.9 "2011-01-26 04:55:00" 62.0 2.9 1.0 12.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 2.7 264.0 70.0 2.4 "2011-01-26 05:00:00" 65.0 1.3 18.0 -96.0
70.0 3.3 266.0 58.0 2.4 "2011-01-26 05:00:00" 64.0 1.3 18.0 -94.0
49.0 3.2 288.0 70.0 3.2 "2011-01-26 05:00:00" 59.0 2.2 19.0 -72.0
48.0 2.6 290.0 65.0 2.8 "2011-01-26 05:00:00" 56.0 2.1 19.0 -70.0
47.0 2.6 292.0 64.0 2.8 "2011-01-26 05:00:00" 56.0 1.6 19.0 -68.0
51.0 2.3 294.0 60.0 0.2 "2011-01-26 05:00:00" 60.0 0.2 20.0 -66.0
48.0 1.7 296.0 62.0 3.2 "2011-01-26 05:00:00" 55.0 1.0 20.0 -64.0
46.0 1.7 302.0 62.0 2.2 "2011-01-26 05:00:00" 55.0 1.1 20.0 -58.0
47.0 1.2 310.0 61.0 2.7 "2011-01-26 05:00:00" 54.0 1.2 21.0 -50.0
47.0 1.3 312.0 64.0 1.6 "2011-01-26 05:00:00" 56.0 1.0 21.0 -48.0
47.0 1.4 314.0 63.0 1.6 "2011-01-26 05:00:00" 56.0 0.8 21.0 -46.0
48.0 2.4 316.0 61.0 2.6 "2011-01-26 05:00:00" 55.0 0.9 21.0 -44.0
46.0 2.6 326.0 66.0 4.2 "2011-01-26 05:00:00" 56.0 2.2 22.0 -34.0
45.0 2.6 328.0 68.0 3.3 "2011-01-26 05:00:00" 58.0 2.0 22.0 -32.0
54.0 3.5 352.0 69.0 2.0 "2011-01-26 05:00:00" 61.0 0.3 23.0 -8.0
54.0 3.6 354.0 69.0 2.0 "2011-01-26 05:00:00" 65.0 3.6 24.0 -6.0
51.0 5.1 356.0 67.0 5.1 "2011-01-26 05:00:00" 59.0 4.0 24.0 -4.0
54.0 4.4 4.0 70.0 2.4 "2011-01-26 05:00:00" 62.0 2.7 0.0 4.0
54.0 5.3 10.0 66.0 4.5 "2011-01-26 05:00:00" 59.0 1.6 1.0 10.0
55.0 4.4 12.0 70.0 1.9 "2011-01-26 05:00:00" 62.0 3.1 1.0 12.0
55.0 4.1 14.0 70.0 1.9 "2011-01-26 05:00:00" 62.0 3.1 1.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
58.0 1.8 282.0 68.0 0.9 "2011-01-26 05:25:00" 63.0 1.4 19.0 -78.0
50.0 2.5 294.0 68.0 2.6 "2011-01-26 05:25:00" 59.0 0.6 20.0 -66.0
49.0 2.3 296.0 68.0 2.5 "2011-01-26 05:25:00" 58.0 0.9 20.0 -64.0
47.0 1.8 298.0 68.0 2.8 "2011-01-26 05:25:00" 58.0 1.4 20.0 -62.0
49.0 1.6 310.0 62.0 1.7 "2011-01-26 05:25:00" 57.0 0.4 21.0 -50.0
47.0 2.1 312.0 64.0 1.5 "2011-01-26 05:25:00" 55.0 0.7 21.0 -48.0
47.0 2.6 316.0 64.0 1.5 "2011-01-26 05:25:00" 55.0 0.8 21.0 -44.0
48.0 2.3 318.0 62.0 2.0 "2011-01-26 05:25:00" 55.0 0.5 22.0 -42.0
49.0 1.7 320.0 62.0 3.1 "2011-01-26 05:25:00" 55.0 0.6 22.0 -40.0
49.0 1.8 322.0 64.0 1.6 "2011-01-26 05:25:00" 57.0 1.5 22.0 -38.0
48.0 2.9 324.0 65.0 1.6 "2011-01-26 05:25:00" 57.0 1.7 22.0 -36.0
47.0 2.6 326.0 64.0 1.6 "2011-01-26 05:25:00" 57.0 1.6 22.0 -34.0
47.0 2.2 328.0 64.0 0.6 "2011-01-26 05:25:00" 58.0 1.8 22.0 -32.0
49.0 2.5 334.0 67.0 3.8 "2011-01-26 05:25:00" 58.0 1.8 23.0 -26.0
47.0 2.8 342.0 64.0 3.1 "2011-01-26 05:25:00" 58.0 2.3 23.0 -18.0
53.0 4.5 348.0 68.0 2.4 "2011-01-26 05:25:00" 64.0 1.6 24.0 -12.0
56.0 3.1 350.0 68.0 2.3 "2011-01-26 05:25:00" 62.0 0.9 24.0 -10.0
55.0 3.6 352.0 68.0 2.3 "2011-01-26 05:25:00" 62.0 1.0 24.0 -8.0
53.0 4.7 356.0 70.0 2.9 "2011-01-26 05:25:00" 64.0 3.9 0.0 -4.0
49.0 5.6 358.0 70.0 3.1 "2011-01-26 05:25:00" 61.0 4.6 0.0 -2.0
56.0 3.0 6.0 70.0 2.4 "2011-01-26 05:25:00" 60.0 3.0 1.0 6.0
56.0 3.0 8.0 70.0 2.4 "2011-01-26 05:25:00" 59.0 1.8 1.0 8.0
55.0 4.1 12.0 68.0 4.0 "2011-01-26 05:25:00" 63.0 2.8 1.0 12.0
54.0 5.3 14.0 69.0 3.9 "2011-01-26 05:25:00" 62.0 3.0 1.0 14.0
55.0 4.0 16.0 70.0 2.3 "2011-01-26 05:25:00" 63.0 2.8 1.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
51.0 2.8 292.0 70.0 2.4 "2011-01-26 05:35:00" 62.0 3.0 20.0 -68.0
50.0 2.5 294.0 68.0 2.6 "2011-01-26 05:35:00" 59.0 0.5 20.0 -66.0
48.0 2.4 296.0 68.0 2.9 "2011-01-26 05:35:00" 58.0 0.9 20.0 -64.0
47.0 2.1 298.0 67.0 2.8 "2011-01-26 05:35:00" 57.0 1.4 20.0 -62.0
47.0 1.8 300.0 66.0 2.3 "2011-01-26 05:35:00" 57.0 1.5 21.0 -60.0
47.0 2.6 314.0 66.0 1.5 "2011-01-26 05:35:00" 57.0 0.2 22.0 -46.0
48.0 2.7 316.0 67.0 3.5 "2011-01-26 05:35:00" 57.0 0.4 22.0 -44.0
49.0 2.4 318.0 66.0 1.6 "2011-01-26 05:35:00" 57.0 0.4 22.0 -42.0
50.0 1.7 320.0 63.0 0.7 "2011-01-26 05:35:00" 57.0 0.3 22.0 -40.0
49.0 2.4 322.0 64.0 2.0 "2011-01-26 05:35:00" 58.0 0.3 22.0 -38.0
49.0 2.7 324.0 65.0 1.3 "2011-01-26 05:35:00" 59.0 0.5 22.0 -36.0
49.0 2.3 326.0 65.0 1.3 "2011-01-26 05:35:00" 58.0 0.6 22.0 -34.0
47.0 2.1 328.0 63.0 1.4 "2011-01-26 05:35:00" 56.0 1.4 22.0 -32.0
49.0 2.7 332.0 70.0 3.5 "2011-01-26 05:35:00" 59.0 2.0 23.0 -28.0
46.0 2.6 336.0 66.0 4.0 "2011-01-26 05:35:00" 56.0 2.1 23.0 -24.0
50.0 4.0 346.0 67.0 2.4 "2011-01-26 05:35:00" 65.0 1.8 24.0 -14.0
54.0 3.7 348.0 67.0 2.4 "2011-01-26 05:35:00" 63.0 1.7 24.0 -12.0
52.0 6.0 0.0 70.0 2.9 "2011-01-26 05:35:00" 61.0 0.9 1.0 0.0
56.0 2.8 6.0 70.0 2.7 "2011-01-26 05:35:00" 60.0 3.1 1.0 6.0
56.0 3.3 10.0 68.0 3.9 "2011-01-26 05:35:00" 59.0 2.2 1.0 10.0
55.0 4.4 12.0 70.0 3.0 "2011-01-26 05:35:00" 63.0 3.1 1.0 12.0
54.0 5.5 16.0 70.0 2.1 "2011-01-26 05:35:00" 63.0 3.1 2.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.9 284.0 70.0 1.7 "2011-01-26 05:40:00" 64.0 2.0 20.0 -76.0
56.0 2.9 286.0 70.0 2.0 "2011-01-26 05:40:00" 63.0 1.9 20.0 -74.0
55.0 2.4 288.0 70.0 2.0 "2011-01-26 05:40:00" 62.0 1.3 20.0 -72.0
53.0 2.8 290.0 70.0 2.2 "2011-01-26 05:40:00" 63.0 1.4 20.0 -70.0
51.0 3.0 292.0 70.0 2.7 "2011-01-26 05:40:00" 63.0 1.3 20.0 -68.0
50.0 2.5 294.0 69.0 2.6 "2011-01-26 05:40:00" 59.0 0.5 20.0 -66.0
48.0 2.4 296.0 69.0 2.8 "2011-01-26 05:40:00" 59.0 0.9 20.0 -64.0
47.0 2.1 298.0 69.0 3.0 "2011-01-26 05:40:00" 58.0 1.1 21.0 -62.0
48.0 2.0 300.0 69.0 3.0 "2011-01-26 05:40:00" 58.0 1.4 21.0 -60.0
49.0 2.7 318.0 67.0 1.8 "2011-01-26 05:40:00" 58.0 0.3 22.0 -42.0
50.0 2.2 320.0 66.0 1.7 "2011-01-26 05:40:00" 59.0 0.3 22.0 -40.0
49.0 2.7 324.0 65.0 1.3 "2011-01-26 05:40:00" 58.0 0.5 22.0 -36.0
49.0 2.4 326.0 66.0 1.3 "2011-01-26 05:40:00" 59.0 0.6 22.0 -34.0
48.0 1.7 328.0 66.0 1.3 "2011-01-26 05:40:00" 58.0 1.9 23.0 -32.0
50.0 2.7 332.0 69.0 3.7 "2011-01-26 05:40:00" 59.0 1.9 23.0 -28.0
50.0 4.0 346.0 67.0 2.4 "2011-01-26 05:40:00" 64.0 1.7 24.0 -14.0
54.0 3.6 348.0 67.0 2.4 "2011-01-26 05:40:00" 64.0 1.7 24.0 -12.0
52.0 5.8 2.0 70.0 2.7 "2011-01-26 05:40:00" 66.0 4.1 1.0 2.0
56.0 2.8 8.0 69.0 2.7 "2011-01-26 05:40:00" 59.0 3.2 1.0 8.0
55.0 4.3 12.0 70.0 3.0 "2011-01-26 05:40:00" 63.0 3.2 1.0 12.0
55.0 4.4 16.0 70.0 2.0 "2011-01-26 05:40:00" 63.0 3.2 2.0 16.0
55.0 3.8 18.0 70.0 1.9 "2011-01-26 05:40:00" 62.0 4.1 2.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
55.0 2.4 286.0 68.0 1.9 "2011-01-26 05:45:00" 62.0 1.1 20.0 -74.0
55.0 2.1 288.0 68.0 2.1 "2011-01-26 05:45:00" 61.0 0.8 20.0 -72.0
53.0 2.8 290.0 70.0 2.2 "2011-01-26 05:45:00" 62.0 0.8 20.0 -70.0
52.0 2.8 292.0 70.0 2.2 "2011-01-26 05:45:00" 62.0 0.8 20.0 -68.0
49.0 2.3 296.0 70.0 1.5 "2011-01-26 05:45:00" 63.0 1.4 21.0 -64.0
48.0 2.1 300.0 69.0 2.9 "2011-01-26 05:45:00" 60.0 1.3 21.0 -60.0
49.0 2.2 302.0 68.0 2.9 "2011-01-26 05:45:00" 60.0 1.3 21.0 -58.0
49.0 2.3 326.0 66.0 1.3 "2011-01-26 05:45:00" 59.0 0.5 23.0 -34.0
48.0 1.6 328.0 66.0 1.3 "2011-01-26 05:45:00" 60.0 1.5 23.0 -32.0
49.0 3.2 332.0 68.0 3.8 "2011-01-26 05:45:00" 58.0 2.1 23.0 -28.0
47.0 2.6 334.0 68.0 3.8 "2011-01-26 05:45:00" 57.0 2.0 23.0 -26.0
48.0 3.6 344.0 67.0 2.3 "2011-01-26 05:45:00" 61.0 2.8 24.0 -16.0
51.0 4.4 346.0 67.0 2.3 "2011-01-26 05:45:00" 65.0 2.3 24.0 -14.0
53.0 5.5 4.0 70.0 2.6 "2011-01-26 05:45:00" 60.0 1.3 1.0 4.0
56.0 2.8 12.0 70.0 3.1 "2011-01-26 05:45:00" 63.0 3.3 2.0 12.0
55.0 4.3 14.0 69.0 3.1 "2011-01-26 05:45:00" 62.0 3.2 2.0 14.0
55.0 4.4 16.0 70.0 2.0 "2011-01-26 05:45:00" 63.0 3.3 2.0 16.0
54.0 5.3 18.0 70.0 1.8 "2011-01-26 05:45:00" 62.0 3.8 2.0 18.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
60.0 1.6 270.0 67.0 1.8 "2011-01-26 05:55:00" 63.0 1.6 19.0 -90.0
49.0 0.7 286.0 60.0 1.6 "2011-01-26 05:55:00" 52.0 0.4 20.0 -74.0
50.0 3.8 290.0 69.0 2.6 "2011-01-26 05:55:00" 60.0 1.5 20.0 -70.0
52.0 3.0 292.0 69.0 2.7 "2011-01-26 05:55:00" 61.0 1.2 20.0 -68.0
51.0 2.4 294.0 69.0 2.6 "2011-01-26 05:55:00" 60.0 0.4 21.0 -66.0
47.0 2.1 300.0 70.0 1.8 "2011-01-26 05:55:00" 60.0 1.2 21.0 -60.0
47.0 2.1 302.0 70.0 1.8 "2011-01-26 05:55:00" 60.0 1.2 21.0 -58.0
49.0 2.2 304.0 67.0 2.6 "2011-01-26 05:55:00" 61.0 1.0 21.0 -56.0
47.0 1.9 306.0 66.0 3.8 "2011-01-26 05:55:00" 56.0 1.1 21.0 -54.0
48.0 1.8 308.0 66.0 3.8 "2011-01-26 05:55:00" 57.0 1.1 21.0 -52.0
47.0 2.0 314.0 70.0 4.0 "2011-01-26 05:55:00" 58.0 1.0 22.0 -46.0
48.0 1.8 330.0 68.0 4.1 "2011-01-26 05:55:00" 58.0 1.7 23.0 -30.0
51.0 2.9 332.0 66.0 1.7 "2011-01-26 05:55:00" 59.0 0.8 23.0 -28.0
48.0 3.9 344.0 68.0 3.3 "2011-01-26 05:55:00" 59.0 1.8 24.0 -16.0
50.0 4.6 346.0 67.0 3.3 "2011-01-26 05:55:00" 60.0 2.4 0.0 -14.0
53.0 5.4 14.0 70.0 2.6 "2011-01-26 05:55:00" 65.0 1.9 2.0 14.0
54.0 4.8 18.0 69.0 4.8 "2011-01-26 05:55:00" 62.0 3.5 2.0 18.0
52.0 5.4 20.0 70.0 2.5 "2011-01-26 05:55:00" 61.0 3.5 2.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
59.0 2.3 270.0 67.0 1.9 "2011-01-26 06:00:00" 63.0 1.7 19.0 -90.0
59.0 2.4 272.0 69.0 2.5 "2011-01-26 06:00:00" 64.0 1.7 19.0 -88.0
48.0 0.1 286.0 57.0 2.4 "2011-01-26 06:00:00" 50.0 0.7 20.0 -74.0
50.0 1.0 288.0 64.0 2.3 "2011-01-26 06:00:00" 57.0 0.9 20.0 -72.0
51.0 3.2 290.0 68.0 2.8 "2011-01-26 06:00:00" 59.0 1.4 20.0 -70.0
51.0 3.4 292.0 67.0 2.6 "2011-01-26 06:00:00" 59.0 1.4 21.0 -68.0
50.0 2.5 294.0 67.0 2.6 "2011-01-26 06:00:00" 58.0 0.9 21.0 -66.0
49.0 2.2 296.0 70.0 1.8 "2011-01-26 06:00:00" 60.0 0.5 21.0 -64.0
47.0 1.9 306.0 66.0 3.9 "2011-01-26 06:00:00" 56.0 1.1 21.0 -54.0
47.0 1.9 308.0 61.0 1.1 "2011-01-26 06:00:00" 54.0 1.2 22.0 -52.0
46.0 2.1 312.0 69.0 3.4 "2011-01-26 06:00:00" 58.0 1.4 22.0 -48.0
48.0 2.5 316.0 70.0 4.1 "2011-01-26 06:00:00" 59.0 1.4 22.0 -44.0
49.0 2.6 320.0 67.0 1.8 "2011-01-26 06:00:00" 61.0 1.1 22.0 -40.0
48.0 2.5 322.0 68.0 2.0 "2011-01-26 06:00:00" 60.0 1.5 23.0 -38.0
49.0 4.1 344.0 68.0 3.3 "2011-01-26 06:00:00" 59.0 1.2 24.0 -16.0
54.0 4.6 18.0 70.0 3.1 "2011-01-26 06:00:00" 62.0 3.4 2.0 18.0
53.0 5.4 20.0 70.0 2.6 "2011-01-26 06:00:00" 62.0 3.3 2.0 20.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 2.2 272.0 70.0 1.8 "2011-01-26 06:40:00" 64.0 1.3 20.0 -88.0
58.0 2.8 274.0 70.0 2.1 "2011-01-26 06:40:00" 65.0 1.5 20.0 -86.0
54.0 0.2 284.0 69.0 2.6 "2011-01-26 06:40:00" 61.0 1.7 21.0 -76.0
46.0 1.6 292.0 65.0 2.4 "2011-01-26 06:40:00" 56.0 0.6 21.0 -68.0
46.0 1.9 294.0 66.0 3.3 "2011-01-26 06:40:00" 56.0 1.3 21.0 -66.0
47.0 1.9 296.0 65.0 2.4 "2011-01-26 06:40:00" 56.0 1.1 21.0 -64.0
47.0 1.8 298.0 68.0 3.1 "2011-01-26 06:40:00" 56.0 1.0 22.0 -62.0
48.0 2.0 300.0 69.0 2.6 "2011-01-26 06:40:00" 58.0 0.9 22.0 -60.0
49.0 2.1 306.0 61.0 0.5 "2011-01-26 06:40:00" 56.0 1.1 22.0 -54.0
49.0 1.5 308.0 66.0 0.7 "2011-01-26 06:40:00" 60.0 0.8 22.0 -52.0
49.0 1.4 310.0 70.0 3.4 "2011-01-26 06:40:00" 59.0 0.8 22.0 -50.0
47.0 1.8 312.0 68.0 1.8 "2011-01-26 06:40:00" 57.0 1.1 23.0 -48.0
49.0 2.5 318.0 68.0 2.1 "2011-01-26 06:40:00" 59.0 1.1 23.0 -42.0
49.0 2.5 320.0 68.0 2.6 "2011-01-26 06:40:00" 59.0 1.3 23.0 -40.0
55.0 3.2 10.0 68.0 2.4 "2011-01-26 06:40:00" 62.0 1.6 2.0 10.0
68.0 4.3 12.0 56.0 2.9 "2011-01-26 06:40:00" 62.0 2.8 3.0 12.0
56.0 2.6 14.0 68.0 4.3 "2011-01-26 06:40:00" 63.0 2.8 3.0 14.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
57.0 2.9 260.0 70.0 2.4 "2011-01-26 06:55:00" 64.0 1.8 19.0 -100.0
58.0 2.5 270.0 70.0 1.9 "2011-01-26 06:55:00" 65.0 1.4 20.0 -90.0
57.0 1.5 278.0 68.0 2.6 "2011-01-26 06:55:00" 63.0 1.7 21.0 -82.0
57.0 1.4 280.0 68.0 2.6 "2011-01-26 06:55:00" 63.0 1.7 21.0 -80.0
58.0 1.8 282.0 69.0 3.0 "2011-01-26 06:55:00" 63.0 1.8 21.0 -78.0
56.0 4.8 284.0 69.0 3.1 "2011-01-26 06:55:00" 62.0 2.0 21.0 -76.0
46.0 2.4 296.0 63.0 2.1 "2011-01-26 06:55:00" 55.0 0.7 22.0 -64.0
47.0 2.1 300.0 68.0 2.8 "2011-01-26 06:55:00" 58.0 0.7 22.0 -60.0
49.0 1.8 306.0 65.0 3.9 "2011-01-26 06:55:00" 57.0 0.8 22.0 -54.0
49.0 1.7 308.0 61.0 0.6 "2011-01-26 06:55:00" 57.0 0.8 23.0 -52.0
46.0 2.2 310.0 62.0 2.4 "2011-01-26 06:55:00" 55.0 1.1 23.0 -50.0
46.0 2.2 312.0 63.0 2.4 "2011-01-26 06:55:00" 54.0 1.0 23.0 -48.0
48.0 2.1 316.0 65.0 2.2 "2011-01-26 06:55:00" 56.0 0.9 23.0 -44.0
50.0 2.1 318.0 65.0 2.2 "2011-01-26 06:55:00" 57.0 0.9 23.0 -42.0
50.0 2.3 320.0 63.0 2.2 "2011-01-26 06:55:00" 56.0 1.0 23.0 -40.0
50.0 2.5 322.0 64.0 2.1 "2011-01-26 06:55:00" 57.0 0.9 23.0 -38.0
48.0 1.2 326.0 68.0 2.4 "2011-01-26 06:55:00" 58.0 1.3 24.0 -34.0
46.0 2.9 338.0 68.0 2.9 "2011-01-26 06:55:00" 60.0 2.2 1.0 -22.0
47.0 2.4 340.0 69.0 2.9 "2011-01-26 06:55:00" 60.0 2.1 1.0 -20.0
54.0 4.0 350.0 67.0 2.8 "2011-01-26 06:55:00" 63.0 2.3 1.0 -10.0
57.0 2.6 6.0 66.0 3.7 "2011-01-26 06:55:00" 61.0 0.3 2.0 6.0
54.0 5.2 8.0 67.0 3.5 "2011-01-26 06:55:00" 61.0 1.7 3.0 8.0
54.0 4.3 10.0 69.0 3.5 "2011-01-26 06:55:00" 61.0 3.0 3.0 10.0
57.0 2.7 14.0 69.0 2.8 "2011-01-26 06:55:00" 61.0 0.7 3.0 14.0
69.0 2.6 16.0 57.0 2.9 "2011-01-26 06:55:00" 62.0 4.2 3.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.9 260.0 70.0 1.9 "2011-01-26 07:05:00" 64.0 1.5 20.0 -100.0
50.0 1.1 282.0 62.0 1.8 "2011-01-26 07:05:00" 54.0 1.0 21.0 -78.0
46.0 2.3 292.0 68.0 4.3 "2011-01-26 07:05:00" 57.0 1.2 22.0 -68.0
46.0 2.5 294.0 65.0 1.7 "2011-01-26 07:05:00" 56.0 0.7 22.0 -66.0
46.0 2.7 296.0 68.0 4.3 "2011-01-26 07:05:00" 56.0 0.7 22.0 -64.0
47.0 2.4 298.0 68.0 2.6 "2011-01-26 07:05:00" 58.0 0.7 22.0 -62.0
47.0 2.3 300.0 69.0 2.6 "2011-01-26 07:05:00" 58.0 1.0 22.0 -60.0
48.0 2.4 302.0 70.0 2.3 "2011-01-26 07:05:00" 59.0 0.9 22.0 -58.0
49.0 1.5 308.0 64.0 3.5 "2011-01-26 07:05:00" 56.0 0.8 23.0 -52.0
47.0 2.0 310.0 62.0 2.5 "2011-01-26 07:05:00" 55.0 0.8 23.0 -50.0
47.0 2.1 312.0 63.0 2.4 "2011-01-26 07:05:00" 55.0 0.8 23.0 -48.0
48.0 2.3 314.0 64.0 2.3 "2011-01-26 07:05:00" 56.0 0.9 23.0 -46.0
49.0 1.5 316.0 64.0 2.3 "2011-01-26 07:05:00" 57.0 0.8 23.0 -44.0
49.0 1.5 318.0 61.0 0.9 "2011-01-26 07:05:00" 57.0 0.8 23.0 -42.0
49.0 2.0 320.0 63.0 2.4 "2011-01-26 07:05:00" 56.0 1.0 24.0 -40.0
49.0 2.4 322.0 64.0 2.1 "2011-01-26 07:05:00" 57.0 0.9 24.0 -38.0
51.0 2.0 328.0 64.0 1.6 "2011-01-26 07:05:00" 59.0 1.3 0.0 -32.0
53.0 2.1 330.0 64.0 1.6 "2011-01-26 07:05:00" 63.0 1.6 0.0 -30.0
50.0 2.7 332.0 63.0 1.6 "2011-01-26 07:05:00" 60.0 2.3 0.0 -28.0
54.0 4.0 350.0 67.0 2.6 "2011-01-26 07:05:00" 62.0 2.3 2.0 -10.0
53.0 3.9 352.0 67.0 2.6 "2011-01-26 07:05:00" 62.0 2.3 2.0 -8.0
53.0 4.9 358.0 69.0 3.3 "2011-01-26 07:05:00" 61.0 1.1 2.0 -2.0
53.0 5.1 0.0 70.0 3.2 "2011-01-26 07:05:00" 61.0 1.2 2.0 0.0
54.0 4.3 4.0 70.0 2.5 "2011-01-26 07:05:00" 62.0 0.8 2.0 4.0
53.0 5.2 6.0 70.0 2.5 "2011-01-26 07:05:00" 62.0 3.0 3.0 6.0
54.0 4.5 8.0 69.0 2.5 "2011-01-26 07:05:00" 62.0 3.0 3.0 8.0
54.0 4.9 10.0 70.0 3.4 "2011-01-26 07:05:00" 63.0 3.0 3.0 10.0
54.0 5.1 12.0 70.0 3.0 "2011-01-26 07:05:00" 63.0 3.0 3.0 12.0
56.0 2.7 16.0 70.0 2.7 "2011-01-26 07:05:00" 64.0 1.3 3.0 16.0
BndEquMlat BndEquTecVal BndMlon BndPolMlat BndPolTecVal date minTecMlat minTecVal mlt adjstMlons
56.0 2.6 260.0 70.0 1.9 "2011-01-26 07:10:00" 64.0 1.5 20.0 -100.0
57.0 2.3 274.0 66.0 1.8 "2011-01-26 07:10:00" 62.0 1.8 21.0 -86.0
49.0 1.6 282.0 62.0 1.8 "2011-01-26 07:10:00" 54.0 1.0 21.0 -78.0
49.0 1.8 284.0 61.0 2.0 "2011-01-26 07:10:00" 55.0 0.9 21.0 -76.0
47.0 3.0 292.0 67.0 2.8 "2011-01-26 07:10:00" 58.0 0.7 22.0 -68.0
46.0 2.6 294.0 67.0 4.0 "2011-01-26 07:10:00" 57.0 1.0 22.0 -66.0
47.0 2.8 296.0 67.0 4.1 "2011-01-26 07:10:00" 56.0 0.9 22.0 -64.0
47.0 2.4 298.0 68.0 2.6 "2011-01-26 07:10:00" 57.0 0.7 22.0 -62.0
47.0 2.4 300.0 69.0 2.6 "2011-01-26 07:10:00" 58.0 1.0 22.0 -60.0
48.0 2.3 302.0 69.0 2.6 "2011-01-26 07:10:00" 59.0 1.0 22.0 -58.0
47.0 2.1 308.0 64.0 3.4 "2011-01-26 07:10:00" 55.0 0.8 23.0 -52.0
47.0 1.9 310.0 62.0 0.7 "2011-01-26 07:10:00" 55.0 0.7 23.0 -50.0
47.0 1.9 312.0 63.0 2.4 "2011-01-26 07:10:00" 55.0 0.7 23.0 -48.0
49.0 2.5 314.0 63.0 2.4 "2011-01-26 07:10:00" 56.0 0.7 23.0 -46.0
49.0 2.4 316.0 64.0 2.4 "2011-01-26 07:10:00" 57.0 0.7 23.0 -44.0
50.0 1.9 322.0 64.0 2.2 "2011-01-26 07:10:00" 57.0 0.9 24.0 -38.0
50.0 2.2 324.0 65.0 2.2 "2011-01-26 07:10:00" 58.0 1.3 24.0 -36.0
51.0 2.1 328.0 64.0 1.6 "2011-01-26 07:10:00" 59.0 1.3 0.0 -32.0
52.0 2.2 330.0 64.0 1.6 "2011-01-26 07:10:00" 64.0 1.6 0.0 -30.0
45.0 2.8 342.0 69.0 2.7 "2011-01-26 07:10:00" 61.0 3.0 1.0 -18.0
53.0 4.5 348.0 64.0 1.9 "2011-01-26 07:10:00" 63.0 3.3 1.0 -12.0
53.0 4.4 350.0 66.0 2.5 "2011-01-26 07:10:00" 62.0 1.9 2.0 -10.0
54.0 3.9 352.0 67.0 2.5 "2011-01-26 07:10:00" 62.0 0.7 2.0 -8.0
55.0 3.7 354.0 66.0 2.5 "2011-01-26 07:10:00" 63.0 0.7 2.0 -6.0
54.0 4.0 356.0 69.0 3.4 "2011-01-26 07:10:00" 61.0 0.9 2.0 -4.0
53.0 4.9 358.0 69.0 3.4 "2011-01-26 07:10:00" 61.0 1.1 2.0 -2.0
53.0 5.1 0.0 70.0 3.2 "2011-01-26 07:10:00" 61.0 1.4 2.0 0.0
52.0 5.5 2.0 70.0 3.2 "2011-01-26 07:10:00" 61.0 1.3 2.0 2.0
54.0 4.3 8.0 69.0 2.5 "2011-01-26 07:10:00" 62.0 3.1 3.0 8.0
54.0 5.1 12.0 70.0 3.1 "2011-01-26 07:10:00" 65.0 3.2 3.0 12.0
55.0 4.0 14.0 70.0 2.8 "2011-01-26 07:10:00" 63.0 1.3 3.0 14.0
